Index,Company,Account Type,Twitter Handle,Year,Original Tweets,Retweets,Reply Tweets,Quote Tweets,Original Tweet Retweets,Original Tweet Likes,Original Tweet Replies,Original Tweet Quotes
12,GARMIN LTD,Corporate,@Garmin,2021,215.0,1.0,3357.0,0.0,672,8489,802,157
13,GARMIN LTD,Corporate,@Garmin,2022,290.0,3.0,2856.0,0.0,1406,14716,1300,703
0,H&R BLOCK INC,Corporate,@HRBlock,2009,329.0,0.0,520.0,0.0,0,49,0,0
1,H&R BLOCK INC,Corporate,@HRBlock,2010,385.0,31.0,110.0,0.0,162,30,0,0
2,H&R BLOCK INC,Corporate,@HRBlock,2011,1038.0,129.0,462.0,0.0,1287,220,47,0
3,H&R BLOCK INC,Corporate,@HRBlock,2012,336.0,22.0,457.0,0.0,540,72,126,1
4,H&R BLOCK INC,Corporate,@HRBlock,2013,556.0,106.0,308.0,0.0,1292,364,233,0
5,H&R BLOCK INC,Corporate,@HRBlock,2014,964.0,37.0,888.0,0.0,5396,3779,1280,3
6,H&R BLOCK INC,Corporate,@HRBlock,2015,646.0,20.0,2986.0,1.0,2173,2282,354,0
7,H&R BLOCK INC,Corporate,@HRBlock,2016,438.0,18.0,3066.0,9.0,2657,6174,719,20
8,H&R BLOCK INC,Corporate,@HRBlock,2017,258.0,4.0,3884.0,4.0,1110,3310,251,260
9,H&R BLOCK INC,Corporate,@HRBlock,2018,47.0,1.0,4129.0,1.0,271,769,157,74
10,H&R BLOCK INC,Corporate,@HRBlock,2019,97.0,26.0,3303.0,28.0,6995,35085,2104,2388
11,H&R BLOCK INC,Corporate,@HRBlock,2020,82.0,4.0,1996.0,14.0,427,979,1617,112
12,H&R BLOCK INC,Corporate,@HRBlock,2021,169.0,3.0,1771.0,2.0,1025,4989,4560,425
13,H&R BLOCK INC,Corporate,@HRBlock,2022,92.0,9.0,530.0,2.0,134,881,500,36
0,NORDSTROM INC,Corporate,@Nordstrom,2009,462.0,0.0,368.0,0.0,1,78,0,0
1,NORDSTROM INC,Corporate,@Nordstrom,2010,668.0,66.0,201.0,0.0,1409,744,2,2
2,NORDSTROM INC,Corporate,@Nordstrom,2011,3299.0,327.0,6459.0,0.0,8209,1876,2730,0
3,NORDSTROM INC,Corporate,@Nordstrom,2012,1576.0,163.0,26218.0,0.0,9039,3047,2354,0
4,NORDSTROM INC,Corporate,@Nordstrom,2013,2906.0,28.0,48115.0,0.0,31891,25100,6298,5
5,NORDSTROM INC,Corporate,@Nordstrom,2014,2538.0,9.0,47940.0,0.0,57014,100254,6679,1
6,NORDSTROM INC,Corporate,@Nordstrom,2015,238595.0,4.0,43882.0,4.0,91843,203070,4969,112
7,NORDSTROM INC,Corporate,@Nordstrom,2016,820607.0,25.0,32174.0,0.0,183380,606048,5282,5400
8,NORDSTROM INC,Corporate,@Nordstrom,2017,194714.0,4.0,19663.0,0.0,13705,101748,3504,2989
9,NORDSTROM INC,Corporate,@Nordstrom,2018,414.0,0.0,13660.0,1.0,4123,36038,2618,2322
10,NORDSTROM INC,Corporate,@Nordstrom,2019,198.0,16.0,8012.0,8.0,2959,12689,1133,841
11,NORDSTROM INC,Corporate,@Nordstrom,2020,139.0,7.0,8021.0,1.0,2278,14044,1402,636
12,NORDSTROM INC,Corporate,@Nordstrom,2021,201.0,12.0,3876.0,2.0,825,4777,643,179
13,NORDSTROM INC,Corporate,@Nordstrom,2022,205.0,16.0,3997.0,0.0,5405,27190,909,245
0,TEGNA INC,Corporate,@TEGNA,2015,57.0,43.0,1.0,27.0,284,281,28,0
1,TEGNA INC,Corporate,@TEGNA,2016,424.0,191.0,3.0,104.0,856,1581,43,134
2,TEGNA INC,Corporate,@TEGNA,2017,929.0,328.0,25.0,73.0,2179,4070,157,409
3,TEGNA INC,Corporate,@TEGNA,2018,795.0,242.0,2.0,9.0,1770,5660,226,467
4,TEGNA INC,Corporate,@TEGNA,2019,605.0,241.0,2.0,10.0,1894,4935,159,494
5,TEGNA INC,Corporate,@TEGNA,2020,565.0,152.0,0.0,12.0,1228,3610,463,407
6,TEGNA INC,Corporate,@TEGNA,2021,464.0,68.0,26.0,6.0,911,2610,386,277
7,TEGNA INC,Corporate,@TEGNA,2022,376.0,101.0,17.0,12.0,533,1322,80,123
0,PEOPLES UNITED FINANCIAL INC,Corporate,@PeoplesUnited,2011,233.0,7.0,25.0,0.0,18,4,6,0
1,PEOPLES UNITED FINANCIAL INC,Corporate,@PeoplesUnited,2012,194.0,6.0,75.0,0.0,25,5,18,0
2,PEOPLES UNITED FINANCIAL INC,Corporate,@PeoplesUnited,2013,149.0,28.0,82.0,0.0,20,9,5,0
3,PEOPLES UNITED FINANCIAL INC,Corporate,@PeoplesUnited,2014,96.0,27.0,74.0,0.0,29,33,14,0
4,PEOPLES UNITED FINANCIAL INC,Corporate,@PeoplesUnited,2015,85.0,27.0,67.0,4.0,32,35,10,0
5,PEOPLES UNITED FINANCIAL INC,Corporate,@PeoplesUnited,2016,76.0,39.0,74.0,20.0,34,112,6,1
6,PEOPLES UNITED FINANCIAL INC,Corporate,@PeoplesUnited,2017,123.0,38.0,90.0,7.0,71,172,9,3
7,PEOPLES UNITED FINANCIAL INC,Corporate,@PeoplesUnited,2018,158.0,31.0,94.0,5.0,97,224,14,9
8,PEOPLES UNITED FINANCIAL INC,Corporate,@PeoplesUnited,2019,155.0,2.0,145.0,2.0,52,238,20,8
9,PEOPLES UNITED FINANCIAL INC,Corporate,@PeoplesUnited,2020,542.0,0.0,461.0,3.0,193,566,81,32
10,PEOPLES UNITED FINANCIAL INC,Corporate,@PeoplesUnited,2021,353.0,0.0,369.0,1.0,125,352,63,11
11,PEOPLES UNITED FINANCIAL INC,Corporate,@PeoplesUnited,2022,46.0,1.0,167.0,2.0,23,52,33,6
0,DUN & BRADSTREET CORP,Corporate,@DunBradstreet,2010,143.0,76.0,5.0,0.0,17,2,0,0
1,DUN & BRADSTREET CORP,Corporate,@DunBradstreet,2011,2331.0,53.0,66.0,0.0,576,115,69,0
2,DUN & BRADSTREET CORP,Corporate,@DunBradstreet,2012,4937.0,2.0,199.0,0.0,2015,663,333,0
3,DUN & BRADSTREET CORP,Corporate,@DunBradstreet,2013,5502.0,15.0,498.0,0.0,3470,1826,621,0
4,DUN & BRADSTREET CORP,Corporate,@DunBradstreet,2014,5316.0,211.0,199.0,0.0,7038,4125,473,1
5,DUN & BRADSTREET CORP,Corporate,@DunBradstreet,2015,2329.0,351.0,17.0,0.0,4342,2756,121,0
6,DUN & BRADSTREET CORP,Corporate,@DunBradstreet,2016,1178.0,275.0,38.0,16.0,3587,5118,110,169
7,DUN & BRADSTREET CORP,Corporate,@DunBradstreet,2017,868.0,263.0,114.0,15.0,3331,4817,141,272
8,DUN & BRADSTREET CORP,Corporate,@DunBradstreet,2018,956.0,194.0,115.0,15.0,1889,3311,103,186
9,DUN & BRADSTREET CORP,Corporate,@DunBradstreet,2019,697.0,155.0,247.0,15.0,1007,2467,116,130
10,DUN & BRADSTREET CORP,Corporate,@DunBradstreet,2020,572.0,110.0,44.0,8.0,948,2230,152,158
11,DUN & BRADSTREET CORP,Corporate,@DunBradstreet,2021,385.0,62.0,41.0,0.0,429,1433,71,57
12,DUN & BRADSTREET CORP,Corporate,@DunBradstreet,2022,327.0,6.0,19.0,1.0,233,1034,64,24
0,NAVIENT CORP,Corporate,@Navient,2014,92.0,23.0,619.0,0.0,32,25,32,0
1,NAVIENT CORP,Corporate,@Navient,2015,403.0,40.0,1870.0,19.0,207,342,140,2
2,NAVIENT CORP,Corporate,@Navient,2016,474.0,33.0,1760.0,49.0,523,1137,191,86
3,NAVIENT CORP,Corporate,@Navient,2017,379.0,44.0,1102.0,18.0,344,922,371,160
4,NAVIENT CORP,Corporate,@Navient,2018,399.0,30.0,1362.0,11.0,236,553,320,76
5,NAVIENT CORP,Corporate,@Navient,2019,305.0,15.0,1061.0,13.0,196,2242,658,173
6,NAVIENT CORP,Corporate,@Navient,2020,226.0,7.0,502.0,4.0,98,320,453,142
7,NAVIENT CORP,Corporate,@Navient,2021,123.0,13.0,406.0,3.0,90,167,310,55
8,NAVIENT CORP,Corporate,@Navient,2022,38.0,6.0,179.0,3.0,36,62,201,25
0,NEWS CORP CLASS A,Corporate,@newscorp,2013,10.0,0.0,0,0.0,96,23,14,0
2,NEWS CORP CLASS A,Corporate,@newscorp,2014,38.0,2.0,0,0.0,180,72,43,1
4,NEWS CORP CLASS A,Corporate,@newscorp,2015,42.0,7.0,0,0.0,238,156,24,3
6,NEWS CORP CLASS A,Corporate,@newscorp,2016,27.0,7.0,0,1.0,93,114,21,3
8,NEWS CORP CLASS A,Corporate,@newscorp,2017,24.0,0.0,0,0.0,123,117,270,29
10,NEWS CORP CLASS A,Corporate,@newscorp,2018,21.0,0.0,0,0.0,95,171,65,47
12,NEWS CORP CLASS A,Corporate,@newscorp,2019,14.0,0.0,0,0.0,17,20,11,13
14,NEWS CORP CLASS A,Corporate,@newscorp,2020,24.0,0.0,0,0.0,75,84,75,27
16,NEWS CORP CLASS A,Corporate,@newscorp,2021,24.0,0.0,0,0.0,79,80,97,39
18,NEWS CORP CLASS A,Corporate,@newscorp,2022,19.0,0.0,0,0.0,22,23,64,17
0,GAP INC,Corporate,@GapInc,2010,19.0,0.0,0.0,0.0,4,0,0,0
1,GAP INC,Corporate,@GapInc,2011,249.0,97.0,12.0,0.0,199,22,14,1
2,GAP INC,Corporate,@GapInc,2012,131.0,26.0,21.0,0.0,265,31,18,0
3,GAP INC,Corporate,@GapInc,2013,252.0,26.0,156.0,0.0,228,150,49,0
4,GAP INC,Corporate,@GapInc,2014,1133.0,244.0,106.0,0.0,3151,2922,340,0
5,GAP INC,Corporate,@GapInc,2015,1508.0,365.0,25.0,4.0,4599,6842,351,5
6,GAP INC,Corporate,@GapInc,2016,751.0,155.0,42.0,1.0,1523,4001,94,35
7,GAP INC,Corporate,@GapInc,2017,289.0,19.0,61.0,5.0,578,1692,51,105
8,GAP INC,Corporate,@GapInc,2018,193.0,6.0,78.0,3.0,466,1265,109,89
9,GAP INC,Corporate,@GapInc,2019,104.0,0.0,57.0,6.0,384,1472,142,75
10,GAP INC,Corporate,@GapInc,2020,100.0,13.0,34.0,15.0,841,2526,393,253
11,GAP INC,Corporate,@GapInc,2021,135.0,9.0,52.0,18.0,431,1703,120,80
12,GAP INC,Corporate,@GapInc,2022,40.0,5.0,28.0,9.0,83,233,38,10
0,FLIR SYSTEMS INC,Corporate,@flir,2012,54.0,24.0,2.0,0.0,21,2,2,0
1,FLIR SYSTEMS INC,Corporate,@flir,2013,153.0,55.0,6.0,0.0,103,18,4,0
2,FLIR SYSTEMS INC,Corporate,@flir,2014,58.0,55.0,11.0,0.0,128,82,16,1
3,FLIR SYSTEMS INC,Corporate,@flir,2015,1033.0,673.0,294.0,4.0,1290,1745,142,0
4,FLIR SYSTEMS INC,Corporate,@flir,2016,1827.0,733.0,467.0,37.0,2350,5003,180,149
5,FLIR SYSTEMS INC,Corporate,@flir,2017,1626.0,526.0,390.0,50.0,3132,7414,340,290
6,FLIR SYSTEMS INC,Corporate,@flir,2018,1611.0,375.0,324.0,27.0,2135,7374,208,209
7,FLIR SYSTEMS INC,Corporate,@flir,2019,1250.0,168.0,194.0,65.0,1633,6927,182,219
8,FLIR SYSTEMS INC,Corporate,@flir,2020,1025.0,92.0,224.0,65.0,2103,7359,219,193
9,FLIR SYSTEMS INC,Corporate,@flir,2021,658.0,66.0,99.0,35.0,1146,4949,142,100
10,FLIR SYSTEMS INC,Corporate,@flir,2022,385.0,64.0,13.0,14.0,646,2494,98,67
0,TRANSOCEAN LTD,Corporate,@TransoceanValue,2013,69,8,3,0,30,17,3,1
0,FIRST SOLAR INC,Corporate,@FirstSolar,2010,20.0,3.0,0.0,0.0,7,0,0,0
1,FIRST SOLAR INC,Corporate,@FirstSolar,2011,110.0,0.0,0.0,0.0,158,25,8,0
2,FIRST SOLAR INC,Corporate,@FirstSolar,2012,252.0,3.0,2.0,0.0,296,31,19,0
3,FIRST SOLAR INC,Corporate,@FirstSolar,2013,107.0,3.0,0.0,0.0,150,57,19,0
4,FIRST SOLAR INC,Corporate,@FirstSolar,2014,21.0,3.0,0.0,0.0,78,62,11,0
5,FIRST SOLAR INC,Corporate,@FirstSolar,2015,148.0,24.0,1.0,2.0,685,564,44,0
6,FIRST SOLAR INC,Corporate,@FirstSolar,2016,58.0,19.0,0.0,0.0,516,606,25,11
7,FIRST SOLAR INC,Corporate,@FirstSolar,2017,143.0,16.0,1.0,0.0,409,830,58,29
8,FIRST SOLAR INC,Corporate,@FirstSolar,2018,99.0,3.0,0.0,0.0,300,859,58,29
9,FIRST SOLAR INC,Corporate,@FirstSolar,2019,116.0,6.0,0.0,1.0,147,556,39,25
10,FIRST SOLAR INC,Corporate,@FirstSolar,2020,274.0,4.0,25.0,23.0,430,1555,75,84
11,FIRST SOLAR INC,Corporate,@FirstSolar,2021,136.0,18.0,55.0,18.0,356,1874,128,41
12,FIRST SOLAR INC,Corporate,@FirstSolar,2022,96.0,7.0,35.0,26.0,200,913,114,49
0,TERADATA CORP,Corporate,@Teradata,2009,172.0,0.0,13.0,0.0,1,13,0,0
1,TERADATA CORP,Corporate,@Teradata,2010,226.0,39.0,3.0,0.0,97,30,0,0
2,TERADATA CORP,Corporate,@Teradata,2011,878.0,124.0,81.0,0.0,1087,178,37,0
3,TERADATA CORP,Corporate,@Teradata,2012,1221.0,292.0,124.0,0.0,1261,284,81,0
4,TERADATA CORP,Corporate,@Teradata,2013,738.0,152.0,113.0,0.0,985,388,77,0
5,TERADATA CORP,Corporate,@Teradata,2014,1197.0,266.0,38.0,0.0,1897,952,80,0
6,TERADATA CORP,Corporate,@Teradata,2015,3092.0,155.0,28.0,1.0,4645,3506,149,0
7,TERADATA CORP,Corporate,@Teradata,2016,2480.0,423.0,76.0,16.0,4756,4298,105,119
8,TERADATA CORP,Corporate,@Teradata,2017,2507.0,507.0,36.0,13.0,4095,6098,98,202
9,TERADATA CORP,Corporate,@Teradata,2018,1884.0,433.0,46.0,26.0,5073,10088,162,440
10,TERADATA CORP,Corporate,@Teradata,2019,947.0,295.0,345.0,42.0,2480,7879,135,409
11,TERADATA CORP,Corporate,@Teradata,2020,1752.0,174.0,201.0,33.0,2227,6908,81,285
12,TERADATA CORP,Corporate,@Teradata,2021,1032.0,47.0,36.0,20.0,2464,29437,149,142
13,TERADATA CORP,Corporate,@Teradata,2022,643.0,21.0,20.0,5.0,3367,26450,269,579
0,AUTONATION INC,Corporate,@AutoNation,2009,73.0,0.0,14.0,0.0,0,0,1,0
1,AUTONATION INC,Corporate,@AutoNation,2010,770.0,15.0,184.0,0.0,195,11,0,0
2,AUTONATION INC,Corporate,@AutoNation,2011,1380.0,23.0,326.0,0.0,400,53,152,0
3,AUTONATION INC,Corporate,@AutoNation,2012,368.0,3.0,85.0,0.0,241,16,72,0
4,AUTONATION INC,Corporate,@AutoNation,2013,145.0,9.0,3.0,0.0,150,85,47,0
5,AUTONATION INC,Corporate,@AutoNation,2014,249.0,79.0,129.0,0.0,334,361,71,1
6,AUTONATION INC,Corporate,@AutoNation,2015,7441.0,532.0,6726.0,17.0,11599,19816,1732,2
7,AUTONATION INC,Corporate,@AutoNation,2016,807.0,209.0,544.0,16.0,9950,22877,339,1063
8,AUTONATION INC,Corporate,@AutoNation,2017,596.0,416.0,125.0,59.0,718,2530,59,88
9,AUTONATION INC,Corporate,@AutoNation,2018,391.0,520.0,320.0,50.0,431,2063,126,96
10,AUTONATION INC,Corporate,@AutoNation,2019,360.0,531.0,475.0,26.0,438,2571,113,69
11,AUTONATION INC,Corporate,@AutoNation,2020,235.0,475.0,253.0,20.0,307,2140,143,58
12,AUTONATION INC,Corporate,@AutoNation,2021,408.0,363.0,289.0,27.0,385,3406,195,56
13,AUTONATION INC,Corporate,@AutoNation,2022,378.0,736.0,261.0,67.0,399,3729,192,56
0,QUANTA SERVICES INC.,Corporate,@Quanta_Services,2014,32.0,9.0,0.0,0.0,35,13,1,0
1,QUANTA SERVICES INC.,Corporate,@Quanta_Services,2015,24.0,30.0,0.0,0.0,24,11,1,0
2,QUANTA SERVICES INC.,Corporate,@Quanta_Services,2016,21.0,15.0,1.0,3.0,16,61,3,4
3,QUANTA SERVICES INC.,Corporate,@Quanta_Services,2017,17.0,23.0,0.0,2.0,35,103,1,4
4,QUANTA SERVICES INC.,Corporate,@Quanta_Services,2018,18.0,34.0,1.0,0.0,63,238,4,6
5,QUANTA SERVICES INC.,Corporate,@Quanta_Services,2019,43.0,36.0,0.0,4.0,83,481,6,11
6,QUANTA SERVICES INC.,Corporate,@Quanta_Services,2020,31.0,21.0,0.0,0.0,60,424,25,14
7,QUANTA SERVICES INC.,Corporate,@Quanta_Services,2021,42.0,18.0,1.0,9.0,46,493,78,8
8,QUANTA SERVICES INC.,Corporate,@Quanta_Services,2022,27.0,11.0,0.0,1.0,20,189,31,6
0,RYDER SYSTEM INC,Corporate,@RyderSystemInc,2009,136.0,0.0,33.0,0.0,3,4,1,0
1,RYDER SYSTEM INC,Corporate,@RyderSystemInc,2010,197.0,32.0,6.0,0.0,16,5,0,0
2,RYDER SYSTEM INC,Corporate,@RyderSystemInc,2011,237.0,18.0,12.0,0.0,121,25,4,0
3,RYDER SYSTEM INC,Corporate,@RyderSystemInc,2012,248.0,47.0,30.0,0.0,148,18,20,0
4,RYDER SYSTEM INC,Corporate,@RyderSystemInc,2013,246.0,36.0,18.0,0.0,171,27,17,0
5,RYDER SYSTEM INC,Corporate,@RyderSystemInc,2014,309.0,60.0,20.0,0.0,206,120,15,0
6,RYDER SYSTEM INC,Corporate,@RyderSystemInc,2015,263.0,84.0,12.0,3.0,784,150,13,0
7,RYDER SYSTEM INC,Corporate,@RyderSystemInc,2016,222.0,100.0,20.0,20.0,382,433,15,24
8,RYDER SYSTEM INC,Corporate,@RyderSystemInc,2017,258.0,67.0,29.0,48.0,434,638,20,35
9,RYDER SYSTEM INC,Corporate,@RyderSystemInc,2018,211.0,57.0,14.0,13.0,440,759,25,37
10,RYDER SYSTEM INC,Corporate,@RyderSystemInc,2019,257.0,52.0,17.0,21.0,599,1115,38,52
11,RYDER SYSTEM INC,Corporate,@RyderSystemInc,2020,184.0,61.0,7.0,18.0,349,654,35,27
12,RYDER SYSTEM INC,Corporate,@RyderSystemInc,2021,263.0,18.0,7.0,5.0,336,675,66,17
13,RYDER SYSTEM INC,Corporate,@RyderSystemInc,2022,72.0,13.0,0.0,2.0,182,285,32,10
0,PITNEY BOWES INC,Corporate,@PitneyBowes,2009,245.0,0.0,5.0,0.0,0,2,0,0
1,PITNEY BOWES INC,Corporate,@PitneyBowes,2010,349.0,93.0,8.0,0.0,119,19,0,0
2,PITNEY BOWES INC,Corporate,@PitneyBowes,2011,1217.0,126.0,80.0,0.0,544,20,29,0
3,PITNEY BOWES INC,Corporate,@PitneyBowes,2012,2177.0,92.0,277.0,0.0,940,74,93,0
4,PITNEY BOWES INC,Corporate,@PitneyBowes,2013,1436.0,6.0,252.0,0.0,648,248,78,1
5,PITNEY BOWES INC,Corporate,@PitneyBowes,2014,2119.0,341.0,379.0,0.0,2407,1622,260,0
6,PITNEY BOWES INC,Corporate,@PitneyBowes,2015,3355.0,931.0,656.0,156.0,5985,5352,548,0
7,PITNEY BOWES INC,Corporate,@PitneyBowes,2016,3597.0,1289.0,633.0,222.0,8436,10742,614,518
8,PITNEY BOWES INC,Corporate,@PitneyBowes,2017,3876.0,563.0,274.0,117.0,8496,17374,701,895
9,PITNEY BOWES INC,Corporate,@PitneyBowes,2018,2966.0,165.0,10.0,16.0,2647,5968,217,178
10,PITNEY BOWES INC,Corporate,@PitneyBowes,2019,2406.0,93.0,95.0,12.0,1415,3867,213,146
11,PITNEY BOWES INC,Corporate,@PitneyBowes,2020,2392.0,108.0,52.0,13.0,1437,3618,689,167
12,PITNEY BOWES INC,Corporate,@PitneyBowes,2021,1870.0,89.0,10.0,6.0,556,1513,157,60
13,PITNEY BOWES INC,Corporate,@PitneyBowes,2022,2910.0,51.0,2.0,15.0,2254,3804,117,38
0,CSRA INC,Corporate,@CSRA_inc,2015,16.0,0.0,0.0,1.0,26,37,1,0
1,CSRA INC,Corporate,@CSRA_inc,2016,937.0,186.0,26.0,41.0,434,909,32,35
2,CSRA INC,Corporate,@CSRA_inc,2017,692.0,343.0,5.0,8.0,1226,2044,49,56
3,CSRA INC,Corporate,@CSRA_inc,2018,96.0,35.0,0.0,1.0,146,395,14,18
0,OWENS ILLINOIS INC,Corporate,@OI_Glass,2011,29.0,9.0,0.0,0.0,15,0,1,0
1,OWENS ILLINOIS INC,Corporate,@OI_Glass,2012,6.0,1.0,0.0,0.0,2,0,0,0
2,OWENS ILLINOIS INC,Corporate,@OI_Glass,2013,152.0,10.0,7.0,0.0,52,14,8,0
3,OWENS ILLINOIS INC,Corporate,@OI_Glass,2014,243.0,177.0,28.0,0.0,241,124,19,0
4,OWENS ILLINOIS INC,Corporate,@OI_Glass,2016,6.0,0.0,0.0,2.0,13,31,0,0
5,OWENS ILLINOIS INC,Corporate,@OI_Glass,2017,1.0,0.0,0.0,0.0,12,24,2,1
6,OWENS ILLINOIS INC,Corporate,@OI_Glass,2018,1.0,0.0,0.0,0.0,2,11,1,2
7,OWENS ILLINOIS INC,Corporate,@OI_Glass,2020,464.0,21.0,12.0,24.0,2190,28979,2044,518
8,OWENS ILLINOIS INC,Corporate,@OI_Glass,2021,971.0,18.0,24.0,26.0,10403,112028,9558,2483
9,OWENS ILLINOIS INC,Corporate,@OI_Glass,2022,319.0,51.0,94.0,15.0,1006,16114,1214,338
0,CHESAPEAKE ENERGY CORP,Corporate,@Chesapeake,2010,402.0,38.0,373.0,0.0,334,32,0,0
1,CHESAPEAKE ENERGY CORP,Corporate,@Chesapeake,2011,1349.0,351.0,1143.0,0.0,3051,370,283,0
2,CHESAPEAKE ENERGY CORP,Corporate,@Chesapeake,2012,732.0,306.0,560.0,0.0,3534,461,423,0
3,CHESAPEAKE ENERGY CORP,Corporate,@Chesapeake,2013,146.0,101.0,120.0,0.0,960,246,86,0
4,CHESAPEAKE ENERGY CORP,Corporate,@Chesapeake,2014,66.0,60.0,113.0,0.0,355,314,17,0
5,CHESAPEAKE ENERGY CORP,Corporate,@Chesapeake,2015,22.0,18.0,33.0,2.0,80,92,6,0
6,CHESAPEAKE ENERGY CORP,Corporate,@Chesapeake,2016,13.0,4.0,0.0,2.0,81,221,9,1
7,CHESAPEAKE ENERGY CORP,Corporate,@Chesapeake,2017,3.0,0.0,0.0,1.0,62,139,18,18
0,URBAN OUTFITTERS INC,Corporate,@UrbanOutfitters,2009,132.0,0.0,0.0,0.0,0,102,0,0
1,URBAN OUTFITTERS INC,Corporate,@UrbanOutfitters,2010,288.0,0.0,48.0,0.0,2589,1078,0,0
2,URBAN OUTFITTERS INC,Corporate,@UrbanOutfitters,2011,708.0,13.0,313.0,0.0,7781,3391,1934,0
3,URBAN OUTFITTERS INC,Corporate,@UrbanOutfitters,2012,1078.0,28.0,579.0,0.0,20791,13926,2516,3
4,URBAN OUTFITTERS INC,Corporate,@UrbanOutfitters,2013,2693.0,42.0,5087.0,1.0,40495,55895,5842,0
5,URBAN OUTFITTERS INC,Corporate,@UrbanOutfitters,2014,2521.0,78.0,2157.0,2.0,103502,308853,11739,19
6,URBAN OUTFITTERS INC,Corporate,@UrbanOutfitters,2015,2191.0,47.0,714.0,22.0,130657,346967,8729,46
7,URBAN OUTFITTERS INC,Corporate,@UrbanOutfitters,2016,2055.0,96.0,1345.0,12.0,58468,256547,4113,3868
8,URBAN OUTFITTERS INC,Corporate,@UrbanOutfitters,2017,1618.0,100.0,1212.0,13.0,55879,222440,4510,6111
9,URBAN OUTFITTERS INC,Corporate,@UrbanOutfitters,2018,2214.0,145.0,1563.0,20.0,45887,253683,4652,5251
10,URBAN OUTFITTERS INC,Corporate,@UrbanOutfitters,2019,2821.0,146.0,2353.0,34.0,39853,249525,10933,6577
11,URBAN OUTFITTERS INC,Corporate,@UrbanOutfitters,2020,836.0,50.0,1933.0,13.0,25825,117157,14420,8029
12,URBAN OUTFITTERS INC,Corporate,@UrbanOutfitters,2021,128.0,44.0,1617.0,11.0,10560,94020,4285,5221
13,URBAN OUTFITTERS INC,Corporate,@UrbanOutfitters,2022,49.0,21.0,890.0,4.0,3461,32397,1941,2754
0,NEWS CORP CLASS A,Corporate,@newscorp,2013,20.0,0.0,0,0.0,192,46,28,0
2,NEWS CORP CLASS A,Corporate,@newscorp,2014,76.0,4.0,0,0.0,360,144,86,2
4,NEWS CORP CLASS A,Corporate,@newscorp,2015,84.0,14.0,0,0.0,476,312,48,6
6,NEWS CORP CLASS A,Corporate,@newscorp,2016,54.0,14.0,0,2.0,186,228,42,6
8,NEWS CORP CLASS A,Corporate,@newscorp,2017,48.0,0.0,0,0.0,246,234,540,58
10,NEWS CORP CLASS A,Corporate,@newscorp,2018,42.0,0.0,0,0.0,190,342,130,94
12,NEWS CORP CLASS A,Corporate,@newscorp,2019,28.0,0.0,0,0.0,34,40,22,26
14,NEWS CORP CLASS A,Corporate,@newscorp,2020,48.0,0.0,0,0.0,150,168,150,54
16,NEWS CORP CLASS A,Corporate,@newscorp,2021,48.0,0.0,0,0.0,158,160,194,78
18,NEWS CORP CLASS A,Corporate,@newscorp,2022,38.0,0.0,0,0.0,44,46,128,34
0,METTLER TOLEDO INC,Corporate,@mettlertoledo,2012,16.0,11.0,3.0,0.0,23,4,1,0
1,METTLER TOLEDO INC,Corporate,@mettlertoledo,2013,99.0,22.0,9.0,0.0,67,20,10,0
2,METTLER TOLEDO INC,Corporate,@mettlertoledo,2014,141.0,29.0,14.0,0.0,105,133,6,5
3,METTLER TOLEDO INC,Corporate,@mettlertoledo,2015,153.0,15.0,13.0,1.0,100,66,6,1
4,METTLER TOLEDO INC,Corporate,@mettlertoledo,2016,260.0,73.0,7.0,5.0,276,398,8,21
5,METTLER TOLEDO INC,Corporate,@mettlertoledo,2017,481.0,164.0,3.0,4.0,382,541,2,11
6,METTLER TOLEDO INC,Corporate,@mettlertoledo,2018,413.0,139.0,21.0,0.0,311,373,6,17
7,METTLER TOLEDO INC,Corporate,@mettlertoledo,2019,343.0,130.0,15.0,4.0,232,344,5,9
8,METTLER TOLEDO INC,Corporate,@mettlertoledo,2020,389.0,82.0,8.0,0.0,221,549,2,17
9,METTLER TOLEDO INC,Corporate,@mettlertoledo,2021,704.0,21.0,10.0,0.0,142,1274,12,17
10,METTLER TOLEDO INC,Corporate,@mettlertoledo,2022,492.0,9.0,28.0,0.0,88,965,16,14
0,CDK GLOBAL INC,Corporate,@CDKGlobal,2010,175.0,0.0,1.0,0.0,17,3,2,0
1,CDK GLOBAL INC,Corporate,@CDKGlobal,2011,56.0,0.0,7.0,0.0,8,2,0,0
2,CDK GLOBAL INC,Corporate,@CDKGlobal,2012,153.0,0.0,8.0,0.0,42,1,3,0
3,CDK GLOBAL INC,Corporate,@CDKGlobal,2013,207.0,2.0,15.0,0.0,38,17,13,0
4,CDK GLOBAL INC,Corporate,@CDKGlobal,2014,857.0,30.0,41.0,0.0,288,295,108,0
5,CDK GLOBAL INC,Corporate,@CDKGlobal,2015,715.0,160.0,106.0,24.0,528,759,51,2
6,CDK GLOBAL INC,Corporate,@CDKGlobal,2016,1729.0,316.0,219.0,79.0,1010,2266,58,50
7,CDK GLOBAL INC,Corporate,@CDKGlobal,2017,1431.0,215.0,135.0,123.0,846,2127,78,121
8,CDK GLOBAL INC,Corporate,@CDKGlobal,2018,782.0,157.0,47.0,42.0,711,1744,45,111
9,CDK GLOBAL INC,Corporate,@CDKGlobal,2019,114.0,35.0,15.0,14.0,192,463,21,23
